period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αναγνωστοπούλου Αθανασία (Σία) Πέτρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μάρκου Κωνσταντίνος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παπανδρέου  Γεώργιος  Ανδρέα,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καραθανασόπουλος Νικόλαος Πέτρου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κουτσούμπας Ανδρέας Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Πούλου Παναγιού (Γιώτα) Λεωνίδα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μουλκιώτης Γεώργιος Βασιλείου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Πάτσης Ανδρέας Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΓΡΕΒΕΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπλούχος Κωνσταντίνος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ξανθόπουλος Θεόφιλος Σάββα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κεφαλίδου Χαρούλα (Χαρά) Δημητρίου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κόνσολας Εμμανουήλ Νικία,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Υψηλάντης Βασίλειος-Νικόλαος Αναστασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ιατρίδη Τσαμπίκα (Μίκα) Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παππάς Ιωάννης Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γάκης Δημήτριος Θωμά,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δημοσχάκης Αναστάσιος (Τάσος) Σπύρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δερμεντζόπουλος Χρήστος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κελέτσης Σταύρος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γκαρά Αναστασία (Νατάσα)  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κεδίκογλου Συμεών (Σίμος) Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ζεμπίλης Αθανάσιος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Πνευματικός Σπυρίδωνας Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αποστόλου Ευάγγελος Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Χατζηγιαννάκης Μιλτιάδης Ευαγγέλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μαρίνος Γεώργιος Βασιλείου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΕΥΒΟΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κοντογεώργος Κωνσταντίνος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΥΡΥΤΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ακτύπης Διονύσιος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΖΑΚΥΝΘΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αυγερινοπούλου Διονυσία Ζήσιμου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τζαβάρας Κωνσταντίνος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Νικολακόπουλος Ανδρέας Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καλαματιανός Διονύσιος-Χαράλαμπος Χρήστου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κατρίνης Μιχαήλ Ιωάννη,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΗΛΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βεσυρόπουλος Απόστολος Φωτίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπαρτζώκας Αναστάσιος Στεργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τσαβδαρίδης Λάζαρος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τόλκας Άγγελος Χαράλαμπου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΗΜΑΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αυγενάκης Ελευθέριος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σενετάκης Μάξιμος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μαμουλάκης Χαράλαμπος (Χάρης) Αντωνίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βαρδάκης Σωκράτης Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ηγουμενίδης Νικόλαος Εμμανουήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κεγκέρογλου Βασίλειος Αλεξάνδρου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Συντυχάκης Εμμανουήλ Δανιήλ,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λογιάδης Γεώργιος Σοφοκλή - Εμμανουήλ,ΜέΡΑ25,ΗΡΑΚΛΕΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γιόγιακας Βασίλειος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΘΕΣΠΡΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κάτσης  Μάριος  Σπυρίδωνος,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΘΕΣΠΡΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καραμανλής Κωνσταντίνος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γκιουλέκας Κωνσταντίνος Πέτρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ράπτη Ελένη Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καλαφάτης Σταύρος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σιμόπουλος Ευστράτιος (Στράτος) Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ευθυμίου Άννα Ταξιάρχη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κούβελας Δημήτριος Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Νοτοπούλου Αικατερίνη (Κατερίνα) Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αμανατίδης Ιωάννης Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γιαννούλης Χρήστος Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ζουράρης Κωνσταντίνος  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τριανταφυλλίδης  Αλέξανδρος (Αλέκος) Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καστανίδης Χαράλαμπος Γεωργίου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δελής Ιωάννης Ιωάννη,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αβδελάς Απόστολος Κωνσταντίνου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βαρουφάκης Γιάνης Γεωργίου,ΜέΡΑ25,Α' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καράογλου Θεόδωρος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αναστασιάδης Σάββας Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βαρτζόπουλος Δημήτριος Χρυσόστομου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Φάμελλος Σωκράτης Πέτρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αυγέρη Θεοδώρα (Δώρα) Πέτρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αρβανιτίδης Γεώργιος Πέτρου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Στολτίδης Λεωνίδας Δημητρίου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Χήτας Κωνσταντίνος Αχιλλέως,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αδάμου Κωνσταντίνα Στεργίου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΘΕΣΣΑΛΟΝΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τασούλας Κωνσταντίνος Αν.,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καλογιάννης Σταύρος Ελευθερίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κεφάλα Μαρία - Αλεξάνδρα Στεφάνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αμυράς Γεώργιος Στυλιανού,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τζούφη Μερόπη Στεφάνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παναγιωτόπουλος Νικόλαος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Πασχαλίδης Ιωάννης Αδάμ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λαζαρίδης Μακάριος Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ελευθεριάδου Σουλτάνα (Τάνια) Παύλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τσιάρας Κωνσταντίνος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κωτσός Γεώργιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σκόνδρα Ασημίνα Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λάππας  Σπυρίδωνας Ευαγγέλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τζηκαλάγιας Ζήσης Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΣΤΟΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τελιγιορίδου Ολυμπία Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΣΤΟΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γκίκας Στέφανος Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΕΡΚΥΡΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αυλωνίτης Αλέξανδρος-Χρήστος Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΕΡΚΥΡΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπιάγκης Δημήτριος Σπυρίδωνος,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΚΕΡΚΥΡΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καππάτος Παναγής Σπυρίδωνος - Διονυσίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΕΦΑΛΛΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γεωργαντάς Γεώργιος Παύλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΙΛΚΙΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αγαθοπούλου Ειρήνη-Ελένη Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΙΛΚΙΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Φραγγίδης Γεώργιος Σταύρου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΚΙΛΚΙΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κωνσταντινίδης Ευστάθιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΟΖΑΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βρυζίδου Παρασκευή Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΟΖΑΝΗΣ
